city,timestamp,temperature,season
New York,2010-01-01,-5.827095311285429,winter
New York,2010-01-02,-9.945344292934406,winter
New York,2010-01-03,-6.149462917320091,winter
New York,2010-01-04,-0.07370292304973962,winter
New York,2010-01-05,2.5837248287497285,winter
New York,2010-01-06,9.522829416412584,winter
New York,2010-01-07,-4.410610169397401,winter
New York,2010-01-08,3.9357255518477623,winter
New York,2010-01-09,5.8491060803443276,winter
New York,2010-01-10,-0.245605339176044,winter
New York,2010-01-11,1.325418887010918,winter
New York,2010-01-12,-3.472271138344483,winter
New York,2010-01-13,-5.944982534440284,winter
New York,2010-01-14,4.193380478700059,winter
New York,2010-01-15,3.9892005716589365,winter
New York,2010-01-16,9.155602782202479,winter
New York,2010-01-17,2.0024070342576814,winter
New York,2010-01-18,-3.63571667629994,winter
New York,2010-01-19,-7.659164586237548,winter
New York,2010-01-20,5.97240163810231,winter
New York,2010-01-21,-0.4524024791181456,winter
New York,2010-01-22,-4.992299605306024,winter
New York,2010-01-23,-0.34601319660035634,winter
New York,2010-01-24,2.8766240436377792,winter
New York,2010-01-25,-4.665759000407964,winter
New York,2010-01-26,4.432308051476418,winter
New York,2010-01-27,-4.924203023608914,winter
New York,2010-01-28,0.3310870149891244,winter
New York,2010-01-29,-3.5645690716379184,winter
New York,2010-01-30,-5.605097040664146,winter
New York,2010-01-31,3.3110408727243397,winter
New York,2010-02-01,11.547345524493142,winter
New York,2010-02-02,-3.5234285808466,winter
New York,2010-02-03,5.1794476755195795,winter
New York,2010-02-04,0.19990746427616643,winter
New York,2010-02-05,-8.551273955362447,winter
New York,2010-02-06,4.4926251155005135,winter
New York,2010-02-07,-0.36090891256166024,winter
New York,2010-02-08,8.739046178833828,winter
New York,2010-02-09,2.1166152527970223,winter
New York,2010-02-10,1.986385892758016,winter
New York,2010-02-11,-4.041007360381565,winter
New York,2010-02-12,-1.0287202266339144,winter
New York,2010-02-13,11.844525093336916,winter
New York,2010-02-14,-1.919327612339522,winter
New York,2010-02-15,-9.679212489212212,winter
New York,2010-02-16,1.287862761630994,winter
New York,2010-02-17,3.7605409900322355,winter
New York,2010-02-18,0.4434467173235549,winter
New York,2010-02-19,4.960832215182138,winter
New York,2010-02-20,-3.076439550599845,winter
New York,2010-02-21,-4.88789440139777,winter
New York,2010-02-22,-8.20253254746818,winter
New York,2010-02-23,1.1223557262065689,winter
New York,2010-02-24,0.38740377534760645,winter
New York,2010-02-25,-4.564913716830846,winter
New York,2010-02-26,2.2660387078622755,winter
New York,2010-02-27,-8.444539754808103,winter
New York,2010-02-28,-0.2698507595529368,winter
New York,2010-03-01,15.303795514668144,spring
New York,2010-03-02,8.648429379095129,spring
New York,2010-03-03,9.785622313800603,spring
New York,2010-03-04,7.450449982543132,spring
New York,2010-03-05,5.308461645554048,spring
New York,2010-03-06,14.228080078473926,spring
New York,2010-03-07,1.2798242067489447,spring
New York,2010-03-08,6.592645692793456,spring
New York,2010-03-09,8.15630347508755,spring
New York,2010-03-10,4.009651723055102,spring
New York,2010-03-11,6.493489922466294,spring
New York,2010-03-12,16.50404218500251,spring
New York,2010-03-13,6.3042533666612,spring
New York,2010-03-14,8.132273127040328,spring
New York,2010-03-15,4.5379533910227146,spring
New York,2010-03-16,4.570655717496592,spring
New York,2010-03-17,5.35080439677538,spring
New York,2010-03-18,12.931896213311173,spring
New York,2010-03-19,7.5355135215219065,spring
New York,2010-03-20,8.407600291414361,spring
New York,2010-03-21,6.098031088720048,spring
New York,2010-03-22,11.082695838670418,spring
New York,2010-03-23,14.131293481079494,spring
New York,2010-03-24,10.383563413255974,spring
New York,2010-03-25,4.888372630551633,spring
New York,2010-03-26,11.338152118995975,spring
New York,2010-03-27,3.8456678376768334,spring
New York,2010-03-28,11.712922821893402,spring
New York,2010-03-29,8.561598532059502,spring
New York,2010-03-30,15.403006274224456,spring
New York,2010-03-31,1.6367414923020256,spring
New York,2010-04-01,15.927458087797213,spring
New York,2010-04-02,10.112663423185984,spring
New York,2010-04-03,12.404634903052738,spring
New York,2010-04-04,10.19138518759849,spring
New York,2010-04-05,4.588987865748488,spring
New York,2010-04-06,4.441533829787364,spring
New York,2010-04-07,14.953956046175879,spring
New York,2010-04-08,2.347643425552106,spring
New York,2010-04-09,3.2189514625173405,spring
New York,2010-04-10,8.074669958356235,spring
New York,2010-04-11,11.54245086823725,spring
New York,2010-04-12,8.937825994781523,spring
New York,2010-04-13,13.891877271362228,spring
New York,2010-04-14,11.802713263961675,spring
New York,2010-04-15,14.31265241381105,spring
New York,2010-04-16,16.283152361563758,spring
New York,2010-04-17,9.925732505422559,spring
New York,2010-04-18,14.268214732006893,spring
New York,2010-04-19,16.09056776146337,spring
New York,2010-04-20,8.432470340935918,spring
New York,2010-04-21,15.090117318805815,spring
New York,2010-04-22,15.813033463091308,spring
New York,2010-04-23,12.927803351803433,spring
New York,2010-04-24,5.127058548056583,spring
New York,2010-04-25,11.66529714488297,spring
New York,2010-04-26,3.086086794222897,spring
New York,2010-04-27,4.616808232109516,spring
New York,2010-04-28,11.808143659018121,spring
New York,2010-04-29,6.335225458335091,spring
New York,2010-04-30,0.42995277104435203,spring
New York,2010-05-01,7.865474026072875,spring
New York,2010-05-02,5.335361020531793,spring
New York,2010-05-03,17.60876440595619,spring
New York,2010-05-04,9.665143495657972,spring
New York,2010-05-05,5.3008541592532445,spring
